source,context,hypothesis,vtype,n,estimate,lo,hi,p_holm,verdict
D1 SEQC2 ensemble,NS_380X strict native truth,H1,snv,28030,0.6655012486621477,0.6599554799654677,0.6710016603047513,1.0,not supported
D1 SEQC2 ensemble,NS_380X strict native truth,H2,snv,1292,0.0,0.0,0.0029644512409644,0.0,supported
D1 SEQC2 ensemble,IL_T_1 strict native union,H1,indel,19452,0.3626876413736377,0.3559590721143756,0.3694704339130751,1.0,not supported
D1 SEQC2 ensemble,IL_T_1 strict native union,H2,indel,17556,0.0018227386648439,0.001291487612671,0.0025719560852568,0.0,supported
D1 SEQC2 ensemble,IL_T_1 strict native union,H1,snv,156082,0.5642354659730142,0.5617739561504795,0.5666938139726052,1.0,not supported
D1 SEQC2 ensemble,IL_T_1 strict native union,H2,snv,83570,0.0,0.0,4.596484681856973e-05,0.0,supported
D1 SEQC2 ensemble,NV_T_1 strict native union,H1,indel,19292,0.4483205473771511,0.4413137882277693,0.4553478834461298,1.0,not supported
D1 SEQC2 ensemble,NV_T_1 strict native union,H2,indel,22036,0.0023597749137774,0.0018000967144729,0.0030929266324592,0.0,supported
D1 SEQC2 ensemble,NV_T_1 strict native union,H1,snv,183677,0.5097698677569864,0.5074835212130172,0.5120558056514267,1.0,not supported
D1 SEQC2 ensemble,NV_T_1 strict native union,H2,snv,98265,0.0,0.0,3.909132094839928e-05,0.0,supported
D1 SEQC2 ensemble,FD_T_1 strict native union,H1,indel,23109,0.3115236487948418,0.3055843820354814,0.3175255667988033,1.0,not supported
D1 SEQC2 ensemble,FD_T_1 strict native union,H2,indel,11222,0.0004455533772945,0.0001903283120011,0.0010426713585775,0.0,supported
D1 SEQC2 ensemble,FD_T_1 strict native union,H1,snv,135577,0.5223231079017827,0.5196636753714585,0.5249812754554504,1.0,not supported
D1 SEQC2 ensemble,FD_T_1 strict native union,H2,snv,40979,0.0,0.0,9.373334507696348e-05,0.0,supported
D1 SEQC2 ensemble,NS_T_1 strict native union,H1,indel,21984,0.3097707423580786,0.3036920227561965,0.315915931227632,1.0,not supported
D1 SEQC2 ensemble,NS_T_1 strict native union,H2,indel,16220,0.0008014796547472,0.000468467180869,0.0013708912039152,0.0,supported
D1 SEQC2 ensemble,NS_T_1 strict native union,H1,snv,137527,0.5214030699426294,0.5187623756389467,0.5240425686015978,1.0,not supported
D1 SEQC2 ensemble,NS_T_1 strict native union,H2,snv,59390,0.0,0.0,6.467772964908337e-05,0.0,supported
D1 SEQC2 ensemble,NS_380X strict native union,H1,indel,21450,0.2779487179487179,0.2719937223451877,0.2839832331905114,1.0,not supported
D1 SEQC2 ensemble,NS_380X strict native union,H2,indel,23538,0.0072223638371994,0.0062181216634007,0.0083874247813045,0.0,supported
D1 SEQC2 ensemble,NS_380X strict native union,H1,snv,199927,0.2926918325188694,0.2907013861822726,0.2946902452680793,1.0,not supported
D1 SEQC2 ensemble,NS_380X strict native union,H2,snv,162360,0.0,0.0,2.3659570912951143e-05,0.0,supported
D1 SEQC2 ensemble,IL_T_1 strict native union_hc,H1,indel,3323,0.2284080650015046,0.2144528993362537,0.2429904377322219,1.0,not supported
D1 SEQC2 ensemble,IL_T_1 strict native union_hc,H2,indel,9994,0.0026015609365619,0.0017760543602229,0.0038092971429685,0.0,supported
D1 SEQC2 ensemble,IL_T_1 strict native union_hc,H1,snv,39023,0.6923609153576096,0.687763123530146,0.6969208385537704,1.0,not supported
D1 SEQC2 ensemble,IL_T_1 strict native union_hc,H2,snv,9705,0.0,0.0,0.0003956660366725,0.0,supported
D1 SEQC2 ensemble,NV_T_1 strict native union_hc,H1,indel,2547,0.3027090694935218,0.2851747428600827,0.3208376196390621,1.0,not supported
D1 SEQC2 ensemble,NV_T_1 strict native union_hc,H2,indel,12762,0.0036828083372512,0.0027708180477728,0.0048934991957323,0.0,supported
D1 SEQC2 ensemble,NV_T_1 strict native union_hc,H1,snv,40486,0.6708738823296942,0.6662806867460019,0.6754346547198716,1.0,not supported
D1 SEQC2 ensemble,NV_T_1 strict native union_hc,H2,snv,11660,0.0,2.710505431213761e-20,0.000329347653966,0.0,supported
D1 SEQC2 ensemble,FD_T_1 strict native union_hc,H1,indel,3749,0.2355294745265404,0.2222215175739236,0.2493788626288827,1.0,not supported
D1 SEQC2 ensemble,FD_T_1 strict native union_hc,H2,indel,5799,0.0008622176237282,0.0003683422946691,0.0020169475532301,0.0,supported
D1 SEQC2 ensemble,FD_T_1 strict native union_hc,H1,snv,37743,0.713695254749225,0.7091133123534697,0.718233702034419,1.0,not supported
D1 SEQC2 ensemble,FD_T_1 strict native union_hc,H2,snv,3229,0.0,1.0842021724855044e-19,0.0011882608131657,0.0,supported
D1 SEQC2 ensemble,NS_T_1 strict native union_hc,H1,indel,3515,0.2213371266002844,0.2079212502665959,0.235361425885418,1.0,not supported
D1 SEQC2 ensemble,NS_T_1 strict native union_hc,H2,indel,8695,0.0011500862564692,0.0006248408353006,0.0021159217057293,0.0,supported
D1 SEQC2 ensemble,NS_T_1 strict native union_hc,H1,snv,37875,0.6557623762376238,0.6509618817118575,0.6605312776770608,1.0,not supported
D1 SEQC2 ensemble,NS_T_1 strict native union_hc,H2,snv,5511,0.0,0.0,0.0006965674080348,0.0,supported
D1 SEQC2 ensemble,NS_380X strict native union_hc,H1,indel,2384,0.2424496644295302,0.2256695613772037,0.2600584397579787,1.0,not supported
D1 SEQC2 ensemble,NS_380X strict native union_hc,H2,indel,10664,0.0124718679669917,0.0105341597717155,0.0147606910996925,0.0,supported
D1 SEQC2 ensemble,NS_380X strict native union_hc,H1,snv,40544,0.464335043409629,0.4594841215748824,0.4691927229635121,1.0,not supported
D1 SEQC2 ensemble,NS_380X strict native union_hc,H2,snv,31455,0.0,1.3552527156068804e-20,0.0001221106259021,0.0,supported
D1 SEQC2 ensemble,IL_T_1 strict shared3 truth,H1,indel,814,0.8955773955773956,0.8726785363580684,0.914760145129944,3.078331980836407e-13,supported
D1 SEQC2 ensemble,IL_T_1 strict shared3 truth,H2,indel,102,0.2352941176470588,0.1635209322711299,0.3262820182769975,3.8397150765134964e-08,supported
D1 SEQC2 ensemble,IL_T_1 strict shared3 truth,H1,snv,28030,0.9721369960756332,0.970144644816397,0.9739999540920052,0.0,supported
D1 SEQC2 ensemble,IL_T_1 strict shared3 truth,H2,snv,1292,0.2314241486068111,0.209243993248922,0.2551966639966114,4.746807068509323e-87,supported
D1 SEQC2 ensemble,NV_T_1 strict shared3 truth,H1,indel,814,0.8648648648648649,0.8396585008928058,0.8866436370014169,1.6540858995183708e-06,supported
D1 SEQC2 ensemble,NV_T_1 strict shared3 truth,H2,indel,102,0.3725490196078431,0.2849497607818803,0.4693998080005515,0.006460225955563,supported
D1 SEQC2 ensemble,NV_T_1 strict shared3 truth,H1,snv,28030,0.9725651088119872,0.9705871258906577,0.9744135811624404,0.0,supported
D1 SEQC2 ensemble,NV_T_1 strict shared3 truth,H2,snv,1292,0.3026315789473684,0.2781971349316814,0.3282362010844887,1.5074312187629432e-46,supported
D1 SEQC2 ensemble,FD_T_1 strict shared3 truth,H1,indel,814,0.9090909090909092,0.8873734236694447,0.9269653369998352,2.901953148376382e-17,supported
D1 SEQC2 ensemble,FD_T_1 strict shared3 truth,H2,indel,102,0.1862745098039215,0.1226207969948211,0.2727012184696263,5.0791297894488576e-11,supported
D1 SEQC2 ensemble,FD_T_1 strict shared3 truth,H1,snv,28030,0.9771673207277916,0.9753521963563454,0.9788516732522294,0.0,supported
D1 SEQC2 ensemble,FD_T_1 strict shared3 truth,H2,snv,1292,0.1795665634674922,0.1595968064929178,0.2014361390392172,1.7703953001177397e-126,supported
D1 SEQC2 ensemble,NS_T_1 strict shared3 truth,H1,indel,814,0.8648648648648649,0.8396585008928058,0.8866436370014169,8.270429497591854e-07,supported
D1 SEQC2 ensemble,NS_T_1 strict shared3 truth,H2,indel,102,0.2450980392156862,0.1718815549278306,0.3368175826370329,2.4519113385990644e-07,supported
D1 SEQC2 ensemble,NS_T_1 strict shared3 truth,H1,snv,28030,0.8978951123795933,0.8942957687045481,0.9013854094445686,0.0,supported
D1 SEQC2 ensemble,NS_T_1 strict shared3 truth,H2,snv,1292,0.2058823529411764,0.184721715408925,0.228786785321054,2.571264439854158e-105,supported
D1 SEQC2 ensemble,NS_380X strict shared3 truth,H1,indel,814,0.6842751842751843,0.6515424576002814,0.7152768039624574,1.0,not supported
D1 SEQC2 ensemble,NS_380X strict shared3 truth,H2,indel,102,0.392156862745098,0.302975181892627,0.4891667609232767,0.0556001511578408,not supported
D1 SEQC2 ensemble,NS_380X strict shared3 truth,H1,snv,28030,0.7146628612201213,0.709347250054495,0.7199196421649291,1.0,not supported
D1 SEQC2 ensemble,NS_380X strict shared3 truth,H2,snv,1292,0.1934984520123839,0.1728792103927723,0.2159349114205742,7.70179978059985e-115,supported
D1 SEQC2 ensemble,IL_T_1 strict shared3 union,H1,indel,19452,0.3626876413736377,0.3559590721143756,0.3694704339130751,1.0,not supported
D1 SEQC2 ensemble,IL_T_1 strict shared3 union,H2,indel,17556,0.0018227386648439,0.001291487612671,0.0025719560852568,0.0,supported
D1 SEQC2 ensemble,IL_T_1 strict shared3 union,H1,snv,130029,0.699567019664844,0.6970693351127745,0.7020529129112801,1.0,not supported
D1 SEQC2 ensemble,IL_T_1 strict shared3 union,H2,snv,54199,0.0005719662724404,0.0004029943947335,0.0008117289859717,0.0,supported
D1 SEQC2 ensemble,NV_T_1 strict shared3 union,H1,indel,19292,0.4483205473771511,0.4413137882277693,0.4553478834461298,1.0,not supported
D1 SEQC2 ensemble,NV_T_1 strict shared3 union,H2,indel,22036,0.0023597749137774,0.0018000967144729,0.0030929266324592,0.0,supported
D1 SEQC2 ensemble,NV_T_1 strict shared3 union,H1,snv,130856,0.7224735587210369,0.7200409226771166,0.7248931331105185,1.0,not supported
D1 SEQC2 ensemble,NV_T_1 strict shared3 union,H2,snv,62330,0.0005775709931012,0.0004172448337363,0.0007994531435702,0.0,supported
D1 SEQC2 ensemble,FD_T_1 strict shared3 union,H1,indel,23109,0.3115236487948418,0.3055843820354814,0.3175255667988033,1.0,not supported
D1 SEQC2 ensemble,FD_T_1 strict shared3 union,H2,indel,11222,0.0004455533772945,0.0001903283120011,0.0010426713585775,0.0,supported
D1 SEQC2 ensemble,FD_T_1 strict shared3 union,H1,snv,129637,0.6231631401528884,0.6205216099244626,0.6257973713523077,1.0,not supported
D1 SEQC2 ensemble,FD_T_1 strict shared3 union,H2,snv,28747,0.0005217935784603,0.0003162519659221,0.0008608078035862,0.0,supported
D1 SEQC2 ensemble,NS_T_1 strict shared3 union,H1,indel,21984,0.3097707423580786,0.3036920227561965,0.315915931227632,1.0,not supported
D1 SEQC2 ensemble,NS_T_1 strict shared3 union,H2,indel,16220,0.0008014796547472,0.000468467180869,0.0013708912039152,0.0,supported
D1 SEQC2 ensemble,NS_T_1 strict shared3 union,H1,snv,128869,0.6078886310904872,0.6052198798655125,0.6105509503980949,1.0,not supported
D1 SEQC2 ensemble,NS_T_1 strict shared3 union,H2,snv,41968,0.0001667937476172,8.079868012040824e-05,0.0003442829508153,0.0,supported
D1 SEQC2 ensemble,NS_380X strict shared3 union,H1,indel,21450,0.2779487179487179,0.2719937223451877,0.2839832331905114,1.0,not supported
D1 SEQC2 ensemble,NS_380X strict shared3 union,H2,indel,23538,0.0072223638371994,0.0062181216634007,0.0083874247813045,0.0,supported
D1 SEQC2 ensemble,NS_380X strict shared3 union,H1,snv,130495,0.4819418368519866,0.4792313570098994,0.4846533798405255,1.0,not supported
D1 SEQC2 ensemble,NS_380X strict shared3 union,H2,snv,104493,0.0003540907046405,0.0002569176854996,0.0004879991725986,0.0,supported
D1 SEQC2 ensemble,IL_T_1 strict shared3 union_hc,H1,indel,3323,0.2284080650015046,0.2144528993362537,0.2429904377322219,1.0,not supported
D1 SEQC2 ensemble,IL_T_1 strict shared3 union_hc,H2,indel,9994,0.0026015609365619,0.0017760543602229,0.0038092971429685,0.0,supported
D1 SEQC2 ensemble,IL_T_1 strict shared3 union_hc,H1,snv,36366,0.7489138206016609,0.7444308413988024,0.7533442182065034,1.0,not supported
D1 SEQC2 ensemble,IL_T_1 strict shared3 union_hc,H2,snv,9403,0.0015952355631181,0.000967004903962,0.002630531949278,0.0,supported
D1 SEQC2 ensemble,NV_T_1 strict shared3 union_hc,H1,indel,2547,0.3027090694935218,0.2851747428600827,0.3208376196390621,1.0,not supported
D1 SEQC2 ensemble,NV_T_1 strict shared3 union_hc,H2,indel,12762,0.0036828083372512,0.0027708180477728,0.0048934991957323,0.0,supported
D1 SEQC2 ensemble,NV_T_1 strict shared3 union_hc,H1,snv,36555,0.7478867459991794,0.7434095199107557,0.752311878165096,1.0,not supported
D1 SEQC2 ensemble,NV_T_1 strict shared3 union_hc,H2,snv,11096,0.0012617159336697,0.0007517525276221,0.0021168883389004,0.0,supported
D1 SEQC2 ensemble,FD_T_1 strict shared3 union_hc,H1,indel,3749,0.2355294745265404,0.2222215175739236,0.2493788626288827,1.0,not supported
D1 SEQC2 ensemble,FD_T_1 strict shared3 union_hc,H2,indel,5799,0.0008622176237282,0.0003683422946691,0.0020169475532301,0.0,supported
D1 SEQC2 ensemble,FD_T_1 strict shared3 union_hc,H1,snv,35738,0.7662991773462421,0.7618832475919263,0.7706578645365484,1.0,not supported
D1 SEQC2 ensemble,FD_T_1 strict shared3 union_hc,H2,snv,3081,0.0029211295034079,0.0015375970111069,0.005542656257093,0.0,supported
D1 SEQC2 ensemble,NS_T_1 strict shared3 union_hc,H1,indel,3515,0.2213371266002844,0.2079212502665959,0.235361425885418,1.0,not supported
D1 SEQC2 ensemble,NS_T_1 strict shared3 union_hc,H2,indel,8695,0.0011500862564692,0.0006248408353006,0.0021159217057293,0.0,supported
D1 SEQC2 ensemble,NS_T_1 strict shared3 union_hc,H1,snv,35889,0.6994065033854384,0.6946416149542508,0.7041287085494229,1.0,not supported
D1 SEQC2 ensemble,NS_T_1 strict shared3 union_hc,H2,snv,5302,0.0007544322897019,0.0002934218681393,0.0019383558644968,0.0,supported
D1 SEQC2 ensemble,NS_380X strict shared3 union_hc,H1,indel,2384,0.2424496644295302,0.2256695613772037,0.2600584397579787,1.0,not supported
D1 SEQC2 ensemble,NS_380X strict shared3 union_hc,H2,indel,10664,0.0124718679669917,0.0105341597717155,0.0147606910996925,0.0,supported
D1 SEQC2 ensemble,NS_380X strict shared3 union_hc,H1,snv,34659,0.5820133298710292,0.5768118860986805,0.5871965956281783,1.0,not supported
D1 SEQC2 ensemble,NS_380X strict shared3 union_hc,H2,snv,24260,0.0006595218466611,0.0004060168436253,0.0010711383249625,0.0,supported
D1 SEQC2 ensemble,IL_T_1 lenient native truth,H1,indel,814,0.902948402948403,0.8806793024476772,0.9214321495028448,2.411004298774472e-15,supported
D1 SEQC2 ensemble,IL_T_1 lenient native truth,H2,indel,102,0.2450980392156862,0.1718815549278306,0.3368175826370329,1.2259556692995322e-07,supported
D1 SEQC2 ensemble,IL_T_1 lenient native truth,H1,snv,28030,0.9653585444166964,0.9631531597813896,0.9674363935026666,0.0,supported
D1 SEQC2 ensemble,IL_T_1 lenient native truth,H2,snv,1292,0.0077399380804953,0.0042095717873618,0.0141888662764978,0.0,supported
D1 SEQC2 ensemble,NV_T_1 lenient native truth,H1,indel,814,0.8722358722358723,0.8475418528937922,0.89343305546294,7.592985952930612e-08,supported
D1 SEQC2 ensemble,NV_T_1 lenient native truth,H2,indel,102,0.3725490196078431,0.2849497607818803,0.4693998080005515,0.006460225955563,supported
D1 SEQC2 ensemble,NV_T_1 lenient native truth,H1,snv,28030,0.9660720656439528,0.9638879486552222,0.9681284515366598,0.0,supported
D1 SEQC2 ensemble,NV_T_1 lenient native truth,H2,snv,1292,0.0061919504643962,0.0031408460999062,0.0121707945993743,0.0,supported
D1 SEQC2 ensemble,FD_T_1 lenient native truth,H1,indel,814,0.9164619164619164,0.8954418795885374,0.933569651543252,8.875089786131487e-20,supported
D1 SEQC2 ensemble,FD_T_1 lenient native truth,H2,indel,102,0.1862745098039215,0.1226207969948211,0.2727012184696263,5.0791297894488576e-11,supported
D1 SEQC2 ensemble,FD_T_1 lenient native truth,H1,snv,28030,0.9630752764894756,0.9608034361101054,0.9652202070689078,0.0,supported
D1 SEQC2 ensemble,FD_T_1 lenient native truth,H2,snv,1292,0.0038699690402476,0.0016541179030834,0.0090273267493285,0.0,supported
D1 SEQC2 ensemble,NS_T_1 lenient native truth,H1,indel,814,0.8746928746928747,0.8501750377917986,0.8956907940524369,2.4974807793402906e-08,supported
D1 SEQC2 ensemble,NS_T_1 lenient native truth,H2,indel,102,0.2450980392156862,0.1718815549278306,0.3368175826370329,1.2259556692995322e-07,supported
D1 SEQC2 ensemble,NS_T_1 lenient native truth,H1,snv,28030,0.8866214769889404,0.8828566901317169,0.8902803068737505,0.0,supported
D1 SEQC2 ensemble,NS_T_1 lenient native truth,H2,snv,1292,0.0023219814241486,0.0007899905644007,0.0068046567234322,0.0,supported
D1 SEQC2 ensemble,NS_380X lenient native truth,H1,indel,814,0.687960687960688,0.6553114387688103,0.7188442080251832,1.0,not supported
D1 SEQC2 ensemble,NS_380X lenient native truth,H2,indel,102,0.392156862745098,0.302975181892627,0.4891667609232767,0.0556001511578408,not supported
D1 SEQC2 ensemble,NS_380X lenient native truth,H1,snv,28030,0.6668926150552978,0.6613523950430641,0.6723870966974154,1.0,not supported
D1 SEQC2 ensemble,NS_380X lenient native truth,H2,snv,1292,0.0,0.0,0.0029644512409644,0.0,supported
D1 SEQC2 ensemble,IL_T_1 lenient native union,H1,indel,22579,0.3175517073386775,0.3115110949097662,0.323654390575148,1.0,not supported
D1 SEQC2 ensemble,IL_T_1 lenient native union,H2,indel,21471,0.0014903823762284,0.0010559566128196,0.0021031567594855,0.0,supported
D1 SEQC2 ensemble,IL_T_1 lenient native union,H1,snv,186043,0.4849846540853458,0.4827139960507093,0.4872559321878378,1.0,not supported
D1 SEQC2 ensemble,IL_T_1 lenient native union,H2,snv,111435,0.0,0.0,3.4471453313821785e-05,0.0,supported
D1 SEQC2 ensemble,NV_T_1 lenient native union,H1,indel,20761,0.4281585665430374,0.4214417068810904,0.4349020072803845,1.0,not supported
D1 SEQC2 ensemble,NV_T_1 lenient native union,H2,indel,26343,0.0020119196750559,0.0015386099941834,0.0026304460572743,0.0,supported
D1 SEQC2 ensemble,NV_T_1 lenient native union,H1,snv,201561,0.4652388110795243,0.463061971230566,0.4674169758984012,1.0,not supported
D1 SEQC2 ensemble,NV_T_1 lenient native union,H2,snv,127975,7.814026176987693e-06,1.3793688248569111e-06,4.42645732057772e-05,0.0,supported
D1 SEQC2 ensemble,FD_T_1 lenient native union,H1,indel,26659,0.2785550845868187,0.2732060308347823,0.2839679478563009,1.0,not supported
D1 SEQC2 ensemble,FD_T_1 lenient native union,H2,indel,13745,0.0003637686431429,0.0001553899134404,0.0008513464622862,0.0,supported
D1 SEQC2 ensemble,FD_T_1 lenient native union,H1,snv,163983,0.4853429928712122,0.4829243860485068,0.4877622863866891,1.0,not supported
D1 SEQC2 ensemble,FD_T_1 lenient native union,H2,snv,61231,0.0,0.0,6.27332206498393e-05,0.0,supported
D1 SEQC2 ensemble,NS_T_1 lenient native union,H1,indel,24937,0.2801860688936119,0.2746463490229234,0.2857935014889054,1.0,not supported
D1 SEQC2 ensemble,NS_T_1 lenient native union,H2,indel,19707,0.0006596640787537,0.0003855671802382,0.0011283945084617,0.0,supported
D1 SEQC2 ensemble,NS_T_1 lenient native union,H1,snv,166838,0.4626763686929836,0.4602847263173762,0.465069729788445,1.0,not supported
D1 SEQC2 ensemble,NS_T_1 lenient native union,H2,snv,81839,0.0,0.0,4.6937016753346216e-05,0.0,supported
D1 SEQC2 ensemble,NS_380X lenient native union,H1,indel,23779,0.2661592161150595,0.2605800733635637,0.2718138998605486,1.0,not supported
D1 SEQC2 ensemble,NS_380X lenient native union,H2,indel,29306,0.0060738415341568,0.0052467162481638,0.0070304384858957,0.0,supported
D1 SEQC2 ensemble,NS_380X lenient native union,H1,snv,209235,0.2799818386025282,0.2780620574484848,0.2819096984737058,1.0,not supported
D1 SEQC2 ensemble,NS_380X lenient native union,H2,snv,215502,0.0,0.0,1.7825311809137944e-05,0.0,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS native truth,H1,indel,814,0.8574938574938575,0.8317981709266898,0.8798311965050233,1.2487006502129372e-05,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS native truth,H2,indel,102,0.088235294117647,0.0471155597575731,0.1592445855395142,9.977557876076285e-19,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS native truth,H1,snv,28030,0.9326792722083482,0.9296861449913068,0.9355538199143228,0.0,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS native truth,H2,snv,1292,0.001547987616099,0.0004246167336487,0.0056266318718947,0.0,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS shared4 truth,H1,indel,814,0.8574938574938575,0.8317981709266898,0.8798311965050233,1.2487006502129372e-05,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS shared4 truth,H2,indel,102,0.088235294117647,0.0471155597575731,0.1592445855395142,9.977557876076285e-19,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS shared4 truth,H1,snv,28030,0.9415269354263288,0.9387191311332488,0.944213735429422,0.0,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS shared4 truth,H2,snv,1292,0.0170278637770897,0.0112715213072643,0.0256477009440696,0.0,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS native union,H1,indel,29038,0.2404435567187823,0.235562779465722,0.2453929987216259,1.0,not supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS native union,H2,indel,17549,0.0009117328622713,0.0005613045017797,0.0014806132643425,0.0,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS native union,H1,snv,158336,0.5482833973322555,0.5458309702624631,0.550733481609724,1.0,not supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS native union,H2,snv,75600,0.0,0.0,5.081036553924923e-05,0.0,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS shared4 union,H1,indel,29038,0.2404435567187823,0.235562779465722,0.2453929987216259,1.0,not supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS shared4 union,H2,indel,17549,0.0009117328622713,0.0005613045017797,0.0014806132643425,0.0,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS shared4 union,H1,snv,132726,0.674683181893525,0.672157735473594,0.6771985169738729,1.0,not supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS shared4 union,H2,snv,46534,0.0,0.0,8.25448430841655e-05,0.0,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS native union_hc,H1,indel,5805,0.124547803617571,0.1163009036078706,0.1332912860049338,1.0,not supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS native union_hc,H2,indel,9956,0.0012053033346725,0.0006896392991427,0.0021057323878269,0.0,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS native union_hc,H1,snv,39177,0.6718227531459785,0.667156520401275,0.6764552934018995,1.0,not supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS native union_hc,H2,snv,5574,0.0,0.0,0.0006886998938665,0.0,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS shared4 union_hc,H1,indel,5805,0.124547803617571,0.1163009036078706,0.1332912860049338,1.0,not supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS shared4 union_hc,H2,indel,9956,0.0012053033346725,0.0006896392991427,0.0021057323878269,0.0,supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS shared4 union_hc,H1,snv,36624,0.7234054172127566,0.7188009812804448,0.727962992468798,1.0,not supported
D1b raw VCFs (6/4 callers),IL_T_1 raw PASS shared4 union_hc,H2,snv,5312,0.0,5.421010862427522e-20,0.0007226436022315,0.0,supported
D2 purity series,purity 1.0 native truth,H1,indel,814,0.7518427518427518,0.7210328769918327,0.7802867804772434,0.999652879875534,not supported
D2 purity series,purity 1.0 native truth,H2,indel,102,0.3725490196078431,0.2849497607818803,0.4693998080005515,0.0129204519111261,supported
D2 purity series,purity 1.0 native truth,H1,snv,28030,0.919800214056368,0.9165628055524202,0.9229225726669515,0.0,supported
D2 purity series,purity 1.0 native truth,H2,snv,1292,0.0038699690402476,0.0016541179030834,0.0090273267493285,0.0,supported
D2 purity series,purity 1.0 shared4 truth,H1,indel,814,0.7518427518427518,0.7210328769918327,0.7802867804772434,0.999652879875534,not supported
D2 purity series,purity 1.0 shared4 truth,H2,indel,102,0.3725490196078431,0.2849497607818803,0.4693998080005515,0.0129204519111261,supported
D2 purity series,purity 1.0 shared4 truth,H1,snv,28030,0.9209061719586158,0.9176887060792552,0.9240082848472472,0.0,supported
D2 purity series,purity 1.0 shared4 truth,H2,snv,1292,0.1602167182662538,0.1412271502656787,0.1812208282092181,1.0538316856551469e-143,supported
D2 purity series,purity 1.0 native union,H1,indel,24998,0.2279382350588047,0.2227799480039798,0.2331801250809091,1.0,not supported
